year_of_birth,gender,level_of_education,mailing_address
1978,m,m,Чернигов
1989,m,,
1983,f,m,Київ 
1973,f,m,м. Кривий Ріг
1968,m,m,
1990,f,m,Київ
1990,f,m,м.Київ
1994,f,a,Cherkasy
None,m,m,
1994,m,a,Київ
1992,m,m,Київ
1989,f,m,
1982,m,m,Київ
1968,m,m,Запоріжжя
1971,m,m,Одеса
1989,f,m,
1991,m,m,Одеса
1978,m,a,"Дубно

"
1987,m,m,місто Севастополь
1983,m,m,
1987,f,b,
1995,f,a,Дніпропетровськ
None,f,hs,
1968,m,m,Львів
1986,f,b,Київ
1994,m,a,місто Запоріжжя
1978,m,b,
None,,a,
1984,m,m,Киев
1991,m,m,Київ
1983,m,b,Kyiv
1983,m,m,м.Любомль
1988,f,m,Львів
1992,m,m,Київ
1996,m,hs,
1995,m,a,Львів
1991,m,m,Харків
1979,m,m,Київ
1995,m,a,Donetsk
1981,f,m,Київ
1996,f,a,Чернівці
1992,f,a,м. Миколаїв
1988,f,m,г.Одесса
1998,f,hs,Киев
1998,m,other,Кривий Ріг
1994,f,a,Київ
1993,f,b,Київ 
1993,f,b, Харків
1989,f,m,Київ
1993,m,b,Київ
1990,m,m,Днепропетровск
1994,m,a,Одесса
1994,f,a,місто Київ
1992,m,m,Львів
1994,m,a,Харків
1991,m,m,
1978,m,hs,Kiev
1970,m,m,Kyiv
1981,m,a, Суми
1984,m,m,Київ
1977,m,hs,Днепропетровск
1984,m,m,Kyiv
1976,m,m,Київ
1991,m,b,Новосілки
1994,m,a,Київ
1976,m,m,м.Запоріжжя
1976,m,m,Чернігів
1995,m,a,
1996,m,a,Одеса
1990,m,m,Запоріжжя
1988,m,m,Київ
1995,m,a,Луцьк
1994,m,a,
1993,m,a,Київ
1995,m,a,"м. Львів, смт. Куликівка"
1993,m,m,
1988,m,m,Київ
1985,m,hs,Хуст
1977,f,m,Харків
1986,m,m,"Єнакієве, Донецька обл., Україна"
1997,m,a,Київ
1995,m,a,Kyiv
1980,m,m,Вышгород
1991,m,a,Київ
1992,m,b,Черкаси
1992,m,b,Kyiv
1972,m,m,Одеса
1996,m,a,
1994,m,b,"Україна, Львів"
1981,f,a,
1986,m,m,Львів
1995,m,a,Kiev
1969,m,m,м. Житомир
1993,m,a,Київ
1993,m,a,Київ
1986,m,p,Харків
1996,m,hs,Київ
1998,m,hs,Макіївка Донецька обл.
1971,m,b,Київ
1988,m,m,смт Нові Санжари Полтавської області
1993,m,b,
1993,m,a,Миколаїв
1993,m,b,Київ
1997,m,hs,Київ
1972,m,m,Харків 
1993,f,b,м. Київ
1991,f,m,Варшава
1997,f,hs,Київ
1995,m,a,Місто Київ 
1993,m,b,Kyiv
1995,m,a,Київ
1993,m,b,Одеса
1984,m,m,Київ
1993,m,b,Kiev
1993,m,a,
1995,m,a,Київ
1995,m,a,Запоріжжя
1995,m,a,Київ
1976,f,m,Київ
1991,m,m,м. Київ
1991,f,b,
1986,m,m,
1972,m,m,м. Львів
1997,m,hs,Місто Житомир
1977,m,m,Київ
1975,m,m,Львів
1973,m,m,Львів
1984,f,m,kyiv
1996,m,b,Kyiv
1983,m,m,м. Київ
1944,m,p,Одесса
1991,m,m,Dnepropetrovsk
1986,m,m,Kyiv
1973,m,m,Львів
1984,m,m,Київ
1994,m,a,Івано-Франківськ
1978,f,m,м. Київ
1985,m,m,Київ
None,f,m,Київ
1980,m,p,Київ
1985,m,m,Kiev
1985,m,m,Київ
1986,f,m,Київ
1991,f,m,
None,,m,
1968,m,p,Алчевськ
None,f,p,
1966,m,m,Маріуполь
1969,m,m,м. Луцьк
1977,f,m,Львів
1995,m,a,
1980,m,m,Lviv
1972,m,m,Львів
1993,f,a,Київ
1982,m,m,Київ
1986,f,m,"Берлін, Німеччина"
1982,m,m,Киев 
1991,m,m,Івано-Франківськ
1984,m,m,Kiev
1975,m,hs,Черкаси
1987,m,m,Одесса
None,m,m,
1976,m,m,м.Вінниця
1986,m,m,Львів
1992,m,b,Київ
1980,m,m,Vinnytsya
1983,m,m,м.Київ
1992,m,m,м. Івано-Франківськ
1972,m,m,Ivano-Frankivsk
1975,m,m,Stuttgart
1995,m,a,Київ
1985,m,m,Lviv
1986,m,m,Київ
1971,m,m,"м. Львів, Україна"
1982,m,m,Вінниця
1989,m,m,м. Рівне
1994,m,a,м. Київ
1992,m,m,Lviv
1969,m,m,Київ
1971,m,m,Львів
1981,m,m,Lviv
1986,m,m,Житомир
1987,m,m,Днепропетровск
1989,m,m,
1990,m,m,Ужгород
1986,m,m,Львів
1986,m,m,Вінниця
1984,m,m,Київ
1959,f,m,м. Харків
1995,f,a,Київ
1996,m,a,Київ
None,m,m,м. Дніпропетровськ
1987,f,m,м. Львів
1990,m,m,Сколе
1960,f,m,м. Надвірна Івано-Франківської обл
1962,m,m,Дніпропетровськ
1983,m,m,
1991,m,m,Ірпінь
1993,m,b,
None,m,m,
1991,f,b,"Дніпродзержинськ, Дніпропетровська обл."
1990,f,m,Kharkiv
1993,m,hs,Київ
1996,m,jhs,Луцьк
None,f,m,
1994,m,hs,Київ
1983,m,m,Миргород
1989,m,m,Львів
1982,m,m,м. Київ
1989,m,m,Харків
1994,m,a,Київ
1992,m,m,Львів
1997,m,a,Любешів
1980,m,hs,смт.Гусятин
1977,m,m,м. Червоноград 
1983,m,m,Rivne
1991,m,m,Київ
1981,m,jhs,
1977,m,m,Київ
1980,m,m,Iвано-Франкiвськ
1993,f,,
1981,m,b,Бережани
1991,f,m,Львів
1989,m,m,Івано-Франківськ
1972,m,m,Київ
1978,m,a,Одеса
1980,m,m,Київ
1976,m,m,г. Николаев
1986,m,m,Киев
1983,m,m,
1977,m,m,м.Київ
1980,m,m,Київ
1962,m,p,Київ
1988,m,m,"Ukraine, Odessa"
1975,m,m,Kiev
None,,,
None,,,
1983,f,m,Київ
1984,m,hs,Киев
1996,f,hs,Київ
1975,m,m,Запоріжжя
1987,m,b,м.Київ
1983,m,m,Київ
None,m,m,
1983,m,b,
1985,m,p,Бердянск
1984,m,m,
1960,f,m,Odessa
None,,,
1990,f,m,Kiev
1986,m,m,Львів
1979,m,m,Мукачево
1962,m,m,
1987,m,m,Kyiv
1971,m,m,Киев
1995,m,a,Київ
1993,m,a,
1985,m,m,Kryvyi Rih
1985,m,m,Kharkiv
1985,m,m,"Закарпатська область, м. Перечин"
None,m,,
1980,m,a,Козова
1989,m,b,Львів
1970,m,m,Херсон
1992,f,m,Kyiv
1989,f,m,Глухів
1986,m,m,Kyiv
1961,f,m,м. Черкаси
1984,m,p,Черкаси
1976,m,m,Киев
1995,m,a,
1974,f,m,
1982,f,m,м.Ужгород
1992,m,m,Donetsk
1997,m,hs,м.Ужгород
1986,m,b,Мукачево
None,m,m,
1983,m,m,Киев
1990,m,m,Донецк
1980,m,m,
None,,,
1990,m,m,
1969,m,m,м.Стебник Львівська обл.
1974,f,m,"м. Іллічівськ, Одеська область"
1986,f,m,Kyiv
1994,m,a,Полтава
1988,m,m,
None,m,b,м. Київ
1983,f,m,Київ
1995,f,a,Київ
1987,f,m,
1991,m,m,
None,m,m,
1984,f,b,Львів
1982,m,p,Кам'янець-Подільський
1994,m,a,Донецьк
1994,m,a,Харків
1969,f,m,Харків
1979,m,m,Луцьк
1990,m,m,
1981,m,m,Kyiv
None,f,m,
1988,m,m,м. Одеса
1990,m,m,м. Черкаси
1994,m,a,
None,m,a,
None,m,b,Київ
1976,m,m,Луцьк
1991,m,b,Kiev
1995,m,a,м. Острог
1994,m,a,
1984,m,m,Київ 
1991,m,,Харків
1994,m,a,Київ
1984,m,hs,Kiev
None,,,
1990,m,m,Київ
1999,m,el,Київ
1991,m,m,місто Хмельницький
1980,m,jhs,Київ
1979,m,m,Киів
1984,m,m,kiev
1979,f,m,"Бруклiн, Нью-Йорк"
1992,m,m,Луцьк
1979,m,m,Киев
None,,,
1991,m,jhs,
1979,m,m,Київ
1989,f,m,м. Запоріжжя
1989,f,m,Горловка
1971,m,m,Винница
1984,m,m,Київ
1996,m,a,Київ
1984,m,b,
1988,m,b,Харьков
None,,m,
1998,f,hs,м.Львів
1993,f,b,Івано-Франківськ
1998,f,,
1987,m,m,Kiyv 
1987,f,m,Київ
1993,m,a,Рiвне
1993,m,b,м. Суми
1984,m,m,Odessa
1993,m,b,Київ
1991,f,b,Київ
1996,f,a,Київ
1979,m,m,Київ
1990,m,m,
1980,m,m,Київ
1993,f,b,Київ
1985,m,m,Київ
1974,f,p,Харків
1975,f,m,Київ
1986,m,m,Львів
1989,m,a,Киев
1981,f,m,Київ
1995,m,,Одесса
1996,f,a,Київ
1993,f,b,Івано-Франківськ
1996,m,a,Київ
1962,m,p,Київ
1974,m,m,Вінниця
1984,m,m,Харкiв
1977,m,m,Львів
1990,m,m,Київ
1980,m,m,Жиліна
1980,m,m,Київ
None,,,
1984,f,m,Київ
1986,m,m,Lutsk
1992,m,b,
1990,m,m,Суми
1988,,m,Київ 
1990,f,m,Київ
1979,m,m,Київ
1981,m,m,Lviv
1992,f,b,Киев
1995,m,a,Киев 
1977,f,m,
1976,m,m,Warszawa
None,,m,Chernigov
1977,m,m,
1966,f,p,Київ
1987,f,m,Київ
1988,m,m,Одеса
1990,m,jhs,
1988,m,jhs,Івано-Франківськ
1991,m,m,Київ
1984,m,b,
1995,m,a,Київ
1993,f,b,Ostrog
1983,f,m,м. Бориспіль
1990,m,m,Київ
1995,m,a,Львів
None,,,
1967,f,b,
1974,m,m,Kyiv
1993,f,b,М.Київ
1978,m,m,Ужгород
1976,m,m,Донецьк
1992,m,b,Харків
1992,m,b,Одеса
None,m,,
1976,m,hs,Київ
1978,m,m,Львів
1992,f,m,Ivano-Frankivsk
1982,f,m,Львів
1964,f,p,Днепропетровск
1977,m,m,Київ
1987,m,b,Київ
1992,f,b,
1994,m,a,Чернівці
1992,f,m,Луцьк
1994,f,a,м. Ужгород
1993,f,b,Київ
1986,f,m,
1974,m,m,"Рівненська область, м. Острог."
None,f,,
1981,f,p,Краматорськ Донецької області
1965,f,jhs,Бердянськ.Запорізька обл
1983,f,m,Київ
1988,f,m,Kyiv
1993,f,m,м. Чернівці
1976,m,m,Львів
1986,f,a,Севастополь
1986,m,m,Донецк/Киев
1991,m,jhs,Бориспіль
1994,f,a,Київ
1987,f,m,Київ
2000,f,el,"Александровка, Александровский район, Донецкая область, Украина."
1987,f,other,Кривой Рог
None,,,
1991,m,m,Київ
1990,f,m,Київ
1978,f,m,Київ
1996,f,a,Киів 
1976,f,m,Красний Лиман
1985,f,m,Київ
1991,f,m,Івано-Франківськ
1995,f,a,Київ
1990,f,b,Киів
1987,m,m,Kharkiv
1982,f,m,Киев
1989,f,m,м. Київ
None,f,m,
1994,f,a,Одеса
1976,f,m,Київ
1994,f,a,Київ
1989,f,m,Київ
1991,f,m,
1987,f,m,Одеса
1994,f,a,Київ
1992,f,m,м. Київ
1991,f,m,Київ
1979,f,b,Киев
1986,f,m,Київ
1993,f,b,Одеса
1987,m,m,Київ
1981,m,m,Київ
1991,f,b,Київ
1994,f,,Київ
1986,f,m,
1976,m,m,Київ
1984,f,m,Київ
1978,m,m,Київ
1980,f,m,Kiev
1988,f,m,Шумськ
1981,f,m,
1984,f,jhs,Богуслав 
None,f,jhs,
1985,f,a,Малин
1986,f,m,Львів
2012,f,m,м.Львів
1993,f,b,Львів
1990,m,m,Київ
1993,m,b,Київ
1988,m,m,Ровно
1983,m,m,Kiev
1979,f,m,Lviv
1982,f,m,Суми
1985,f,m,Львів
1976,f,m,місто Львів
1990,f,m,Lviv
None,m,m,Львів
1986,m,p,Київ
1992,m,m,
1981,f,m,Івано-Франківськ
1991,m,m,Тернопіль
1992,m,m,lviv
1991,f,m,"м. Боярка, Київська область"
1998,f,hs,Киев
1982,m,m,Dnipropetrovsk
1993,m,b,Odesa
1985,m,m,Zaporizhya
1995,m,a,Київ
1997,m,a,
1990,m,m,
1989,m,m,Київ
1990,m,b,Ивано-Франковск
1985,m,m,Київ
1991,m,a,Київ
1988,m,m,Kyiv
1986,m,m,м. Обухів
1993,m,a,Київ
1990,m,b,м.Одеса
1971,m,m,
1992,m,b,Львів
1991,m,m,Дубно
1960,f,m,Київ
1985,m,m,
1992,m,b,Суми
1977,f,m,Київ
1996,f,a,Київ
1970,f,m,Київ
1995,f,hs,
1989,f,m,Львів
1987,m,m,
1980,m,b,Дніпропетровськ
1995,m,a,Київ
1968,f,m,Львів
1987,m,m,Київ
1979,m,m,Маріуполь
1985,f,m,Киів
1988,f,m,"м. Донецьк донедавна, м.Київ - наразі"
1975,m,m,Київ
1972,f,m,Харьков
1991,f,m,м. Миколаїв
1983,f,m,Луцьк
1993,f,b,Vinnytsia
1985,f,m,Одесса
1989,f,m,Київ
1990,f,m,Київ
1992,f,m,м.Київ
1984,f,m,Київ
1979,m,p,c. Пологи
1993,m,b,Киев
1989,m,b,Киев
1994,m,b,Kyiv
1978,f,m,Одеса
None,f,,
1977,f,m,
1993,f,b,Київ
1990,f,m,"Черкаська область, місто Умань"
1992,m,m,Kyiv
1988,m,b,Київ
1997,f,jhs,г. Одесса
1976,f,m,Київ
1991,f,m,Чернівці
1985,m,m,Київ
1984,m,m,Київ
1986,f,m,
1987,m,m,Київ
1990,f,m,м. Львів
1987,m,m,
1988,m,m,Київ
1996,f,a,Дніпропетровськ
1992,m,b,Kyiv
1973,m,m,"м. Пустомити, Львівська обл."
1988,m,a,
1993,f,b,м. Київ
1994,f,a,м. Дніпропетровськ
2003,f,b,"смт. Новоайдар, Луганська область, Україна"
None,,,
1982,f,m,Київ
1990,m,m,"Львівська обл., м.Самбір"
1984,m,m,місто Макіївка Донецької області
1992,f,b,"Іршава, Закарпатська область"
1991,m,m,Харків
1996,f,a,Шостка
None,m,m,
1978,m,m,Київ
1988,m,m,Київ
1979,m,m,Відень
1974,m,m,Kyiv
1976,f,m,Донецьк
1989,f,m,Сарни
1982,f,m,Львів
1982,f,m,Вишневе
1991,m,b,Киев
1988,f,m,м. Херсон
1961,m,m,Kherson
1974,m,m,Київ
1976,m,m,
1972,m,b,
1984,m,m,Киев
1988,f,m,Львів
1982,f,b,Київ
1991,m,b,
1995,f,a,Одеса
1995,f,a,Львів
1958,m,p,Київ
1969,m,m,KHARKIV
1961,f,m,м.Київ
1982,m,b,
1995,f,a,Черкаси/Маастрихт
1993,m,b,Дніпропетровськ
1987,f,m,Київ 
1992,m,m,
1981,m,m,Рівне
1978,m,m,Київ
1982,m,m,Київ
1986,m,m,Київ
1989,m,m,Київ
1970,m,a,Червоноград
1988,f,m,м. Київ
None,,,
1991,f,m,Київ
1969,m,a,Дніпродзержинськ
1987,f,m,місто Київ
1968,f,m,Kyiv
1991,f,b,Київ
1986,f,m,Київ
1985,f,m,Київ
1983,f,m,Київ
1988,f,a,м. Першотравенськ
1998,f,hs,Харків
1991,f,m,Київ
1984,f,m,
1994,f,a,місто Дніпропетровськ
1993,f,b,м. Київ
1978,f,m,Городок Львівська область
1996,f,a,Київ
None,f,m,Київ
1993,f,a,Київ
1986,f,m,Дніпропетровськ
1980,f,m,м. Житомир
1992,f,b,"Poland, Lublin"
1990,f,m,Київ
1985,f,a,Київ
1993,f,b,"м. Луцьк, Волинська область"
1987,f,m,Київ
1986,f,m,Львів
1992,f,m,Київ
1977,f,other,Lviv
1993,f,a,Київ
None,f,other,
1988,f,m,Київ
1991,f,m,Львів
1987,f,m,Київ
1991,f,m,Київ
1999,f,hs,Турійськ
1991,f,m,м. Львів
1980,f,m,Київ
1984,f,m,Киев
1990,f,m,
1986,f,p,Острог
1998,f,hs,м. Одеса
1991,f,m,Lviv
1985,f,m,Снятин
None,,,
1996,f,a,Львів
1993,f,b,Київ
1981,f,m,
1978,f,m,Одесса
1982,f,m,Донецьк
1996,f,hs,м.Харків
1996,f,a,Харків
1983,f,m,м.Львів
1994,f,b,Київ
1990,f,m,Біла Церква
1994,f,hs,Lviv
1993,f,a,Київ
1996,f,a,Київ
1990,f,m,
1991,f,m,Вінниця
1992,f,m,Одеса
1994,f,a,м. Київ
1993,f,b,Київ
1988,f,a,Київ
1980,f,m,Київ
1986,f,a,Київ
1973,m,p,Киев
1984,f,m,
1988,f,m,м. Дніпропетровськ
1986,f,m,Львів
1991,f,m,Станіславів
1987,f,m,м. Київ
1985,f,m,г. Одесса
1965,f,m,Херсон
1982,f,m,Київ
1983,f,m,Kiew
1995,f,hs,м. Київ
1977,f,p,Львів
1991,f,m,м. Київ
1988,f,m,м. Київ
1978,f,m,   Біла Церква
1977,f,m,Мілан
1977,f,p,м. Житомир
1972,f,m,Днiпропетровськ
1992,f,m,Львів
1991,f,m,Київ
1983,f,m,Київ
1985,f,m,
1998,f,hs,Черкаси
1994,f,a,Київ
1987,f,m,Львів
1986,f,m,Kiev
1986,f,m,Київ
1971,m,m,Киев
1997,m,hs,
1981,m,a,"Донецьк, Донецька область, Україна"
None,,,
1991,m,m,"Katowice, Poland"
1988,m,m,Львів
None,m,b,
1993,m,b,Київ
1987,m,m,lviv
1987,m,b,Рівне
1986,m,b,Київ
1983,m,m,Львів
1992,m,m,Івано-Франківськ
1978,m,m,Київ
1983,m,m,Lviv
1982,m,m,
1995,m,a,Odesa
1983,m,m,Вінниця
1985,f,m,Київ
1979,m,jhs,Львів
1979,m,m,
1985,m,m,Львів
1972,m,m,Kyiv
1991,m,m,Львів
1989,m,m,Львів
1988,m,m,Івано-Франківськ
1985,m,p,Kyiv
1986,m,m,Дніпропетровськ
1992,m,b,Київ
1990,m,m,Kyiv
1993,m,b,Kyiv
1993,m,b,м. Івано-Франківськ
1994,m,a,Одеса
1989,m,b,Київ
1965,m,m,Луцк
1974,m,m,Новояворівськ
1993,m,b,Київ
1983,m,m,
1978,m,m,Київ
1980,m,a,"м. Дрогобич, Львівська обл."
1979,m,b,
1984,m,m,Lviv
1981,m,m,Львів
1991,m,m,Львів
1977,m,m,Киев
1984,m,m,Івано-Франківськ
1991,m,m,Одеса
1982,m,m,
1986,m,m,Lviv
1982,m,m,м. Кривий Ріг
1994,m,a,Київ
1977,,m,Lviv
1988,m,m,Івано-Франківськ
1983,m,b,Львів
1979,m,m,"с. Сонцедарівка, Харківська обл."
1989,m,hs,м Суми
1984,m,m,Київ
1973,m,m,Київ
1991,m,m,Львів
1977,m,m,Kyiv
1981,m,m,місто Полтава
1983,m,m,Rb]d
1978,m,m,Львів
1979,m,m,Львів
1990,m,m,Kyiv
1990,m,m,Київ
1979,m,m,Львів
1989,m,m,Львів
1976,m,m,Київ
1986,m,a,Одеса
1990,m,m,Львів
1989,f,a,Полтава
1992,f,b,Київ
1976,f,m,Харків
1986,m,m,Київ 
1992,m,m,Харьков
1997,m,hs,Київ 
1989,m,m,м. Новоград-Волинський
1988,m,jhs,
1989,f,m,Київ
1987,f,m,Київ
None,f,p,Киів
1979,m,m,
1982,f,m,Харків
1989,m,m,ЛЬВІВ
1979,f,m, Біла Церква
1994,m,a,Тернопіль
1991,m,none,Kiev
1988,f,a,Київ
1993,m,b,Харків
1980,f,b,Одеса
1992,m,b,Київ
1975,f,m,Киев
1989,f,m,Київ
1986,f,m,Київ
1986,f,m,місто Київ
1984,m,m,Київ
1992,m,b,
1993,f,a,Kiev
1999,m,jhs,Київ
1994,m,a,"40009, м. Суми, вул. Якіра, 10, 403/2"
1979,f,m,Львів
1973,m,m,Вінниця
1983,m,m,Kiev
1992,m,b,
1988,m,m,Kyiv
1996,m,hs,
1983,f,m,Маріуполь
1984,m,a,с.Сергіївка Братський рн Миколаївська обл
1983,f,m,Київ
1985,f,m,Київ
1991,m,m,Луцьк
1990,f,m,Киев
1993,m,a,місто Стрий
1975,f,m,Львів
1987,m,m,Киев
1978,m,a,Київ
1984,m,m,Полтава
1998,m,el,Lviv
1987,m,m,Бровари
1994,o,a,
1983,f,jhs,Городок
1985,m,m,Вінниця
1987,m,m,Харкiв
1991,m,b,Київ
1994,f,a,
1986,m,m,Львів
1998,m,el,М.Сокаль
None,,,
1987,f,m,Київ-Калуш
None,,,
1985,f,m,"Вінниця, Київ"
1995,m,a,
1989,f,m,Kyiv
1986,m,m,
1994,f,hs,"Лашківка, Чернівецька область"
1980,m,m,Київ
1984,m,a,Stuttgart 
1993,f,b,"Trippstadt, Germany"
1971,m,other,Kiev
1973,f,m,Харків
1986,m,a,Львів
1993,f,b,Киев
1984,m,m,Київ
None,,,
1983,m,m,"Чернівецька обл., м. Вижниця"
1974,m,m,Lviv
1990,m,m,Донецьк
1995,m,a,Kiev
1987,m,m,Київ
1987,f,m,Маріуполь
1983,m,p,Львів
1983,m,b,
1982,m,m,Ірпінь
1980,m,m,Киів
1976,f,m,м.Херсон
1988,f,m,Lviv
1987,f,m,Київ
1986,f,m,Львів
1984,f,b,м. Київ
1980,f,m,Киев
1966,f,m,"Мукачево, Украина"
1994,m,a,Київ
1976,f,m,Київ
1991,m,m,Київ
1983,m,m,Київ
1998,m,a,Київ
1983,m,b,Житомир
1986,m,m,
1987,m,b,Киев
1979,m,hs,Кременчуг
1994,m,a,Глухів
1991,f,m,м. Київ
1998,f,el,
1990,f,m,Kyiv
1992,f,m,Львів
1988,f,m,
1984,m,b,м.Київ
1983,m,m,Киев
1995,f,,м.Київ
1997,f,el,Фастів
1983,f,m,Kyiv
1991,m,m,Львів
1990,m,m,Lviv
1966,f,m,Городище Черкаська
1986,m,m,Київ
1983,m,jhs,
1984,f,m,Odessa
1983,f,b,Київ
1981,f,m,Київ
1986,m,m,місто Пустомити
1985,f,m,Київ
1982,m,b,Бориспіль
1993,m,b,
1990,m,m,Київ
1990,m,m,Київ
1970,m,m,Київ
1991,m,m,Київ
1983,f,m,Львів
1983,m,m,Одеса
1974,f,m,Київ
1989,m,m,Kharkiv 
1991,m,m,Kiev
1982,m,m,Київ
1977,f,hs,Lviv
1990,f,m,Київ
1989,f,hs,Київ
1984,f,m,Львів
1985,m,m,Донецк
1992,f,m,Одеса
1975,m,m,м. Перемишляни
1991,f,m,"Mariupol, Donetsk region"
1991,f,b,Київ
1987,f,p,Kyiv
1998,f,hs,
1983,m,m,Київ
1978,m,m,м. Київ
1981,m,m,Киев 
1984,m,b,Київ
1989,f,a,Київ
1981,m,m,
1971,f,b,Днепропетрвск
1981,f,m,Луганськ
1993,m,b,г. Харьков пгт. Песочин
1985,f,m,"Lvivska obl, m. Zolochiv"
1976,f,m,Братислава
1977,f,p,Полтава
1966,f,m, Феодосія
1979,f,m,Київ
1981,f,p,
1998,f,hs,місто Скадовськ
1982,f,m,Тернопіль
1985,m,m,Киев
1985,f,m,Київ
1989,m,m,м. Київ
1994,f,a,
1996,f,hs,м. Острог
1993,f,m,м.Тернопіль
1988,f,p,Київ
1980,f,m,м. Львів
1981,f,a,Chicago
1985,m,m,Хмельницький
1986,f,m,м.Самбір
